x,y
99.2306867674996,4824.55313759212
101.888860846484,5089.63071161578
98.7869671406516,4779.90580825812
98.806103059099,4782.14578500177
98.8734755756055,4789.13654516421
99.1837906911285,4819.30147257451
99.8845980675526,4889.02336114685
98.4430656764396,4747.16779863989
100.958122375453,4994.38671263945
101.808960645634,5080.58442704499
98.0391054118515,4707.3688013339
100.780657276219,4977.25364666928
100.283952680134,4927.35567699927
99.785361337177,4878.5990126677
101.322548919921,5031.67957938572
100.610048487673,4961.08263121367
98.9108543191751,4792.44301811888
98.8698075416141,4788.51718469423
99.84096740093,4884.33462734447
99.6518421412354,4865.39012760299
99.8573364187006,4886.56610538597
100.519057983081,4951.18112305034
98.7593573044143,4777.78024781108
100.317771836229,4931.19596910008
98.868875508566,4789.00207091745
98.9731212103478,4798.17159882399
99.8670783830913,4886.87215222526
98.8220828746437,4784.57207380221
99.3692316075872,4837.9515181867
99.4710307792184,4847.70249837118
100.547451341108,4954.81090703398
99.8317687466587,4884.48794139275
98.9418454477053,4795.98662476818
99.6381672311581,4864.3336393437
100.373102162428,4937.77986050183
100.072567448348,4906.30496531926
100.656242368118,4965.770023461
101.843144250658,5084.13554370967
99.0227008230523,4802.93010570658
101.187432304554,5018.82440431976
98.4270061906029,4745.9072650427
98.1334810707037,4716.63155363787
98.5503554409817,4757.28765350961
99.8386779859884,4883.27004802219
98.9151424629223,4793.29001230822
99.4804071506376,4849.10000679875
98.3731446982848,4739.89178448995
99.6229085432882,4862.86493268465
99.425960604456,4843.01544915057
99.8287776300984,4883.15011356084
99.615264685371,4862.00809800922
100.650261254341,4964.01048717224
100.819254460484,4981.39176156732
98.3185775564983,4734.60277741273
98.9607323600336,4797.79644162193
100.125014018165,4912.56598290767
101.309700912357,5030.75136032243
101.327693237664,5031.50064358985
97.6244139183681,4667.55956557345
100.918240913546,4991.2990835011
101.337038627072,5034.55250285898
99.0283484661537,4804.50555459553
98.8338551877181,4785.55409395426
98.8507602830094,4786.68498584489
99.9374598740359,4894.49780805381
99.7470031876821,4874.88025112736
98.9611908655758,4798.99551870188
100.100232169705,4910.06353262792
99.9344802806846,4893.57898944154
101.824722446165,5081.90539774934
101.533817090279,5052.7112349495
99.058295931354,4807.61195489095
100.944059242305,4993.82622467489
102.29155315433,5130.27256578016
99.5871393285855,4859.96755949034
101.020823066201,5001.46257521022
100.57798425146,4957.1457455104
99.5984377723979,4860.37751856054
97.2923471126706,4635.97437336006
101.544188438243,5053.20764325207
100.86271170366,4986.64518519533
99.5847053316197,4858.6212663684
100.264300450047,4926.09233519613
101.718103325493,5071.29706272518
100.985887429054,4997.94910462127
99.8343280732205,4883.19043087498
101.279919248378,5027.45384025034
99.6132183470191,4861.71472476304
99.1392760687237,4815.3279809215
100.714155475127,4971.28669415908
100.948301265824,4994.87565335534
100.080202786297,4907.77324114974
98.8276362689614,4785.29973328902
101.437889746652,5043.45867771328
99.6630170687237,4866.25306418796
100.848359752187,4984.36454255543
101.222536706201,5022.14263276771
99.8514813787819,4885.17332381442
100.042552123,4903.59784447408
99.5147990723675,4851.93817993457
